Hour_of_Day,Cash_Type,Money,Coffee_Name,Time_of_Day,Weekday,Month_name,Weekdaysort,Monthsort,Date,Time,Coffe_Percentage,is_weekend,is_Weekday
10,card,38.7,Latte,Morning,Friday,March,5,3,2024-03-01,10:15:50.520000,21.341979137299123,False,True
12,card,38.7,Hot Chocolate,Afternoon,Friday,March,5,3,2024-03-01,12:19:22.539000,7.78122356921342,False,True
12,card,38.7,Hot Chocolate,Afternoon,Friday,March,5,3,2024-03-01,12:20:18.089000,7.78122356921342,False,True
13,card,28.9,Americano,Afternoon,Friday,March,5,3,2024-03-01,13:46:33.006000,15.90076120665351,False,True
13,card,38.7,Latte,Afternoon,Friday,March,5,3,2024-03-01,13:48:14.626000,21.341979137299123,False,True
15,card,33.8,Americano with Milk,Afternoon,Friday,March,5,3,2024-03-01,15:39:47.726000,22.808006766281363,False,True
16,card,38.7,Hot Chocolate,Afternoon,Friday,March,5,3,2024-03-01,16:19:02.756000,7.78122356921342,False,True
18,card,33.8,Americano with Milk,Night,Friday,March,5,3,2024-03-01,18:39:03.580000,22.808006766281363,False,True
19,card,38.7,Cocoa,Night,Friday,March,5,3,2024-03-01,19:22:01.762000,6.73808852551452,False,True
19,card,33.8,Americano with Milk,Night,Friday,March,5,3,2024-03-01,19:23:15.887000,22.808006766281363,False,True
19,card,33.8,Americano with Milk,Night,Friday,March,5,3,2024-03-01,19:29:17.391000,22.808006766281363,False,True
10,card,28.9,Americano,Morning,Saturday,March,6,3,2024-03-02,10:22:06.957000,15.90076120665351,True,True
10,card,33.8,Americano with Milk,Morning,Saturday,March,6,3,2024-03-02,10:41:41.249000,22.808006766281363,True,True
11,card,33.8,Americano with Milk,Morning,Saturday,March,6,3,2024-03-02,11:59:45.484000,22.808006766281363,True,True
14,card,28.9,Americano,Afternoon,Saturday,March,6,3,2024-03-02,14:38:35.535000,15.90076120665351,True,True
16,card,33.8,Americano with Milk,Afternoon,Saturday,March,6,3,2024-03-02,16:37:24.475000,22.808006766281363,True,True
17,card,28.9,Americano,Night,Saturday,March,6,3,2024-03-02,17:34:54.969000,15.90076120665351,True,True
10,card,38.7,Latte,Morning,Sunday,March,7,3,2024-03-03,10:27:18.561000,21.341979137299123,True,True
11,card,28.9,Cortado,Morning,Sunday,March,7,3,2024-03-03,11:33:56.118000,8.091344798421202,True,True
12,card,28.9,Americano,Afternoon,Sunday,March,7,3,2024-03-03,12:26:56.098000,15.90076120665351,True,True
13,card,38.7,Hot Chocolate,Afternoon,Sunday,March,7,3,2024-03-03,13:09:36.321000,7.78122356921342,True,True
17,card,38.7,Cocoa,Night,Sunday,March,7,3,2024-03-03,17:06:40.271000,6.73808852551452,True,True
17,card,28.9,Cortado,Night,Sunday,March,7,3,2024-03-03,17:08:45.895000,8.091344798421202,True,True
18,card,33.8,Americano with Milk,Night,Sunday,March,7,3,2024-03-03,18:03:23.369000,22.808006766281363,True,True
18,card,33.8,Americano with Milk,Night,Sunday,March,7,3,2024-03-03,18:04:27.946000,22.808006766281363,True,True
18,card,38.7,Hot Chocolate,Night,Sunday,March,7,3,2024-03-03,18:08:04.959000,7.78122356921342,True,True
10,card,38.7,Latte,Morning,Monday,March,1,3,2024-03-04,10:03:51.994000,21.341979137299123,False,True
10,card,38.7,Latte,Morning,Monday,March,1,3,2024-03-04,10:54:50.958000,21.341979137299123,False,True
11,card,33.8,Americano with Milk,Morning,Monday,March,1,3,2024-03-04,11:05:16.184000,22.808006766281363,False,True
14,card,24.0,Espresso,Afternoon,Monday,March,1,3,2024-03-04,14:04:37.734000,3.636876233436707,False,True
9,card,38.7,Latte,Morning,Tuesday,March,2,3,2024-03-05,09:59:52.651000,21.341979137299123,False,True
14,card,38.7,Latte,Afternoon,Tuesday,March,2,3,2024-03-05,14:34:55.963000,21.341979137299123,False,True
17,card,38.7,Latte,Night,Tuesday,March,2,3,2024-03-05,17:34:06.043000,21.341979137299123,False,True
17,card,38.7,Hot Chocolate,Night,Tuesday,March,2,3,2024-03-05,17:35:25.021000,7.78122356921342,False,True
17,card,38.7,Cocoa,Night,Tuesday,March,2,3,2024-03-05,17:36:28.571000,6.73808852551452,False,True
17,card,38.7,Hot Chocolate,Night,Tuesday,March,2,3,2024-03-05,17:37:13.659000,7.78122356921342,False,True
17,card,38.7,Hot Chocolate,Night,Tuesday,March,2,3,2024-03-05,17:38:09.354000,7.78122356921342,False,True
17,card,28.9,Cortado,Night,Tuesday,March,2,3,2024-03-05,17:56:15.776000,8.091344798421202,False,True
18,card,38.7,Hot Chocolate,Night,Tuesday,March,2,3,2024-03-05,18:01:31.242000,7.78122356921342,False,True
13,card,28.9,Americano,Afternoon,Wednesday,March,3,3,2024-03-06,13:24:07.667000,15.90076120665351,False,True
13,card,28.9,Cortado,Afternoon,Wednesday,March,3,3,2024-03-06,13:25:14.351000,8.091344798421202,False,True
14,card,38.7,Cappuccino,Afternoon,Wednesday,March,3,3,2024-03-06,14:52:01.761000,13.701719763180154,False,True
14,card,38.7,Cappuccino,Afternoon,Wednesday,March,3,3,2024-03-06,14:53:18.344000,13.701719763180154,False,True
10,card,38.7,Hot Chocolate,Morning,Thursday,March,4,3,2024-03-07,10:18:40.543000,7.78122356921342,False,True
11,card,38.7,Latte,Morning,Thursday,March,4,3,2024-03-07,11:03:58.976000,21.341979137299123,False,True
15,card,28.9,Americano,Afternoon,Thursday,March,4,3,2024-03-07,15:40:22.606000,15.90076120665351,False,True
15,card,33.8,Americano with Milk,Afternoon,Thursday,March,4,3,2024-03-07,15:41:28.784000,22.808006766281363,False,True
10,card,28.9,Cortado,Morning,Friday,March,5,3,2024-03-08,10:34:41.283000,8.091344798421202,False,True
12,card,38.7,Cappuccino,Afternoon,Friday,March,5,3,2024-03-08,12:22:28.653000,13.701719763180154,False,True
13,card,28.9,Americano,Afternoon,Friday,March,5,3,2024-03-08,13:53:02.042000,15.90076120665351,False,True
14,card,28.9,Americano,Afternoon,Friday,March,5,3,2024-03-08,14:44:12.686000,15.90076120665351,False,True
14,card,28.9,Americano,Afternoon,Friday,March,5,3,2024-03-08,14:45:11.048000,15.90076120665351,False,True
14,card,33.8,Americano with Milk,Afternoon,Friday,March,5,3,2024-03-08,14:46:11.155000,22.808006766281363,False,True
18,card,38.7,Latte,Night,Friday,March,5,3,2024-03-08,18:57:51.451000,21.341979137299123,False,True
18,card,38.7,Latte,Night,Friday,March,5,3,2024-03-08,18:59:24.941000,21.341979137299123,False,True
12,card,24.0,Espresso,Afternoon,Saturday,March,6,3,2024-03-09,12:05:15.559000,3.636876233436707,True,True
12,card,28.9,Americano,Afternoon,Saturday,March,6,3,2024-03-09,12:07:38.275000,15.90076120665351,True,True
12,card,38.7,Cappuccino,Afternoon,Saturday,March,6,3,2024-03-09,12:09:47.714000,13.701719763180154,True,True
12,card,28.9,Americano,Afternoon,Saturday,March,6,3,2024-03-09,12:13:03.521000,15.90076120665351,True,True
12,card,28.9,Americano,Afternoon,Saturday,March,6,3,2024-03-09,12:14:26.458000,15.90076120665351,True,True
13,card,38.7,Latte,Afternoon,Saturday,March,6,3,2024-03-09,13:09:22.229000,21.341979137299123,True,True
13,card,33.8,Americano with Milk,Afternoon,Saturday,March,6,3,2024-03-09,13:41:06.167000,22.808006766281363,True,True
13,card,28.9,Cortado,Afternoon,Saturday,March,6,3,2024-03-09,13:53:10.408000,8.091344798421202,True,True
13,card,38.7,Cappuccino,Afternoon,Saturday,March,6,3,2024-03-09,13:54:36.828000,13.701719763180154,True,True
14,card,33.8,Americano with Milk,Afternoon,Saturday,March,6,3,2024-03-09,14:08:01.829000,22.808006766281363,True,True
14,card,38.7,Hot Chocolate,Afternoon,Saturday,March,6,3,2024-03-09,14:26:52.873000,7.78122356921342,True,True
19,card,38.7,Cappuccino,Night,Saturday,March,6,3,2024-03-09,19:17:57.572000,13.701719763180154,True,True
19,card,38.7,Hot Chocolate,Night,Saturday,March,6,3,2024-03-09,19:19:10.084000,7.78122356921342,True,True
11,card,24.0,Espresso,Morning,Sunday,March,7,3,2024-03-10,11:19:20.764000,3.636876233436707,True,True
19,card,38.7,Latte,Night,Sunday,March,7,3,2024-03-10,19:34:00.478000,21.341979137299123,True,True
19,card,28.9,Cortado,Night,Sunday,March,7,3,2024-03-10,19:35:54.712000,8.091344798421202,True,True
11,card,38.7,Cappuccino,Morning,Monday,March,1,3,2024-03-11,11:32:58.781000,13.701719763180154,False,True
16,card,28.9,Americano,Afternoon,Monday,March,1,3,2024-03-11,16:24:26.401000,15.90076120665351,False,True
16,card,38.7,Latte,Afternoon,Monday,March,1,3,2024-03-11,16:25:45.664000,21.341979137299123,False,True
16,card,28.9,Cortado,Afternoon,Monday,March,1,3,2024-03-11,16:50:49.608000,8.091344798421202,False,True
10,card,28.9,Americano,Morning,Tuesday,March,2,3,2024-03-12,10:15:34.543000,15.90076120665351,False,True
10,card,28.9,Cortado,Morning,Tuesday,March,2,3,2024-03-12,10:16:24.886000,8.091344798421202,False,True
11,card,38.7,Hot Chocolate,Morning,Tuesday,March,2,3,2024-03-12,11:20:45.632000,7.78122356921342,False,True
12,card,33.8,Americano with Milk,Afternoon,Tuesday,March,2,3,2024-03-12,12:46:23.275000,22.808006766281363,False,True
12,card,28.9,Americano,Afternoon,Tuesday,March,2,3,2024-03-12,12:47:26.027000,15.90076120665351,False,True
16,card,28.9,Americano,Afternoon,Tuesday,March,2,3,2024-03-12,16:15:43.325000,15.90076120665351,False,True
11,card,38.7,Hot Chocolate,Morning,Wednesday,March,3,3,2024-03-13,11:06:43.038000,7.78122356921342,False,True
11,card,28.9,Americano,Morning,Wednesday,March,3,3,2024-03-13,11:48:16.753000,15.90076120665351,False,True
12,card,28.9,Americano,Afternoon,Wednesday,March,3,3,2024-03-13,12:18:06.336000,15.90076120665351,False,True
12,card,28.9,Americano,Afternoon,Wednesday,March,3,3,2024-03-13,12:19:05.128000,15.90076120665351,False,True
14,card,33.8,Americano with Milk,Afternoon,Wednesday,March,3,3,2024-03-13,14:26:40.875000,22.808006766281363,False,True
15,card,24.0,Espresso,Afternoon,Wednesday,March,3,3,2024-03-13,15:40:22.261000,3.636876233436707,False,True
15,card,24.0,Espresso,Afternoon,Wednesday,March,3,3,2024-03-13,15:41:20.424000,3.636876233436707,False,True
16,card,24.0,Espresso,Afternoon,Wednesday,March,3,3,2024-03-13,16:47:09.373000,3.636876233436707,False,True
10,card,38.7,Latte,Morning,Thursday,March,4,3,2024-03-14,10:28:33.017000,21.341979137299123,False,True
10,card,38.7,Hot Chocolate,Morning,Thursday,March,4,3,2024-03-14,10:29:34.283000,7.78122356921342,False,True
13,card,28.9,Cortado,Afternoon,Thursday,March,4,3,2024-03-14,13:27:29.536000,8.091344798421202,False,True
13,card,28.9,Americano,Afternoon,Thursday,March,4,3,2024-03-14,13:28:24.527000,15.90076120665351,False,True
13,card,33.8,Americano with Milk,Afternoon,Thursday,March,4,3,2024-03-14,13:51:59.905000,22.808006766281363,False,True
13,card,24.0,Espresso,Afternoon,Thursday,March,4,3,2024-03-14,13:52:56.248000,3.636876233436707,False,True
15,card,38.7,Latte,Afternoon,Thursday,March,4,3,2024-03-14,15:20:38.367000,21.341979137299123,False,True
16,card,33.8,Americano with Milk,Afternoon,Thursday,March,4,3,2024-03-14,16:04:09.506000,22.808006766281363,False,True
16,card,24.0,Espresso,Afternoon,Thursday,March,4,3,2024-03-14,16:54:38.202000,3.636876233436707,False,True
18,card,38.7,Hot Chocolate,Night,Thursday,March,4,3,2024-03-14,18:58:55.854000,7.78122356921342,False,True
19,card,28.9,Cortado,Night,Thursday,March,4,3,2024-03-14,19:00:08.663000,8.091344798421202,False,True
10,card,38.7,Hot Chocolate,Morning,Friday,March,5,3,2024-03-15,10:53:02.180000,7.78122356921342,False,True
18,card,28.9,Americano,Night,Friday,March,5,3,2024-03-15,18:19:27.922000,15.90076120665351,False,True
12,card,33.8,Americano with Milk,Afternoon,Saturday,March,6,3,2024-03-16,12:06:55.209000,22.808006766281363,True,True
12,card,28.9,Americano,Afternoon,Saturday,March,6,3,2024-03-16,12:07:53.915000,15.90076120665351,True,True
15,card,28.9,Cortado,Afternoon,Saturday,March,6,3,2024-03-16,15:58:18.458000,8.091344798421202,True,True
16,card,28.9,Cortado,Afternoon,Saturday,March,6,3,2024-03-16,16:03:21.738000,8.091344798421202,True,True
16,card,28.9,Cortado,Afternoon,Saturday,March,6,3,2024-03-16,16:04:11.444000,8.091344798421202,True,True
17,card,33.8,Americano with Milk,Night,Saturday,March,6,3,2024-03-16,17:58:07.241000,22.808006766281363,True,True
12,card,28.9,Cortado,Afternoon,Sunday,March,7,3,2024-03-17,12:55:26.065000,8.091344798421202,True,True
11,card,28.9,Cortado,Morning,Monday,March,1,3,2024-03-18,11:17:59.671000,8.091344798421202,False,True
15,card,28.9,Americano,Afternoon,Monday,March,1,3,2024-03-18,15:31:39.725000,15.90076120665351,False,True
15,card,28.9,Americano,Afternoon,Monday,March,1,3,2024-03-18,15:32:38.239000,15.90076120665351,False,True
15,card,28.9,Americano,Afternoon,Monday,March,1,3,2024-03-18,15:33:36.708000,15.90076120665351,False,True
14,card,38.7,Latte,Afternoon,Tuesday,March,2,3,2024-03-19,14:02:21.536000,21.341979137299123,False,True
14,card,38.7,Latte,Afternoon,Tuesday,March,2,3,2024-03-19,14:03:19.765000,21.341979137299123,False,True
15,card,38.7,Hot Chocolate,Afternoon,Tuesday,March,2,3,2024-03-19,15:04:36.309000,7.78122356921342,False,True
16,card,33.8,Americano with Milk,Afternoon,Tuesday,March,2,3,2024-03-19,16:53:48.706000,22.808006766281363,False,True
11,card,28.9,Cortado,Morning,Wednesday,March,3,3,2024-03-20,11:41:16.403000,8.091344798421202,False,True
12,card,28.9,Cortado,Afternoon,Wednesday,March,3,3,2024-03-20,12:30:48.968000,8.091344798421202,False,True
13,card,38.7,Cappuccino,Afternoon,Wednesday,March,3,3,2024-03-20,13:16:47.394000,13.701719763180154,False,True
16,card,38.7,Cocoa,Afternoon,Wednesday,March,3,3,2024-03-20,16:42:38.117000,6.73808852551452,False,True
17,card,38.7,Latte,Night,Wednesday,March,3,3,2024-03-20,17:50:28.781000,21.341979137299123,False,True
12,card,28.9,Cortado,Afternoon,Thursday,March,4,3,2024-03-21,12:25:09.194000,8.091344798421202,False,True
12,card,38.7,Cappuccino,Afternoon,Thursday,March,4,3,2024-03-21,12:26:17.428000,13.701719763180154,False,True
17,card,28.9,Cortado,Night,Thursday,March,4,3,2024-03-21,17:22:01.353000,8.091344798421202,False,True
19,card,38.7,Latte,Night,Thursday,March,4,3,2024-03-21,19:20:36.508000,21.341979137299123,False,True
10,card,33.8,Americano with Milk,Morning,Friday,March,5,3,2024-03-22,10:35:53.619000,22.808006766281363,False,True
13,card,33.8,Americano with Milk,Afternoon,Friday,March,5,3,2024-03-22,13:29:20.343000,22.808006766281363,False,True
17,card,28.9,Americano,Night,Friday,March,5,3,2024-03-22,17:17:03.724000,15.90076120665351,False,True
17,card,24.0,Espresso,Night,Friday,March,5,3,2024-03-22,17:17:58.991000,3.636876233436707,False,True
17,card,28.9,Americano,Night,Friday,March,5,3,2024-03-22,17:20:49.490000,15.90076120665351,False,True
10,card,38.7,Latte,Morning,Saturday,March,6,3,2024-03-23,10:43:59.559000,21.341979137299123,True,True
10,card,33.8,Americano with Milk,Morning,Saturday,March,6,3,2024-03-23,10:45:07.157000,22.808006766281363,True,True
13,card,38.7,Cappuccino,Afternoon,Saturday,March,6,3,2024-03-23,13:10:07.661000,13.701719763180154,True,True
13,card,38.7,Cocoa,Afternoon,Saturday,March,6,3,2024-03-23,13:11:12.230000,6.73808852551452,True,True
14,card,33.8,Americano with Milk,Afternoon,Saturday,March,6,3,2024-03-23,14:44:41.276000,22.808006766281363,True,True
15,card,38.7,Latte,Afternoon,Saturday,March,6,3,2024-03-23,15:47:19.062000,21.341979137299123,True,True
15,card,33.8,Americano with Milk,Afternoon,Saturday,March,6,3,2024-03-23,15:49:33.813000,22.808006766281363,True,True
16,card,28.9,Cortado,Afternoon,Saturday,March,6,3,2024-03-23,16:00:58.386000,8.091344798421202,True,True
18,card,38.7,Latte,Night,Sunday,March,7,3,2024-03-24,18:45:08.397000,21.341979137299123,True,True
10,card,38.7,Latte,Morning,Monday,March,1,3,2024-03-25,10:31:47.250000,21.341979137299123,False,True
14,card,38.7,Latte,Afternoon,Monday,March,1,3,2024-03-25,14:27:09.163000,21.341979137299123,False,True
14,card,38.7,Latte,Afternoon,Monday,March,1,3,2024-03-25,14:29:25.343000,21.341979137299123,False,True
18,card,33.8,Americano with Milk,Night,Monday,March,1,3,2024-03-25,18:37:30.650000,22.808006766281363,False,True
19,card,38.7,Cappuccino,Night,Monday,March,1,3,2024-03-25,19:34:24.542000,13.701719763180154,False,True
10,card,38.7,Cocoa,Morning,Tuesday,March,2,3,2024-03-26,10:35:49.679000,6.73808852551452,False,True
10,card,38.7,Latte,Morning,Tuesday,March,2,3,2024-03-26,10:36:36.151000,21.341979137299123,False,True
10,card,38.7,Latte,Morning,Tuesday,March,2,3,2024-03-26,10:42:30.170000,21.341979137299123,False,True
11,card,28.9,Cortado,Morning,Tuesday,March,2,3,2024-03-26,11:11:47.335000,8.091344798421202,False,True
13,card,28.9,Americano,Afternoon,Tuesday,March,2,3,2024-03-26,13:35:52.773000,15.90076120665351,False,True
13,card,28.9,Cortado,Afternoon,Tuesday,March,2,3,2024-03-26,13:36:49.644000,8.091344798421202,False,True
13,card,28.9,Cortado,Afternoon,Tuesday,March,2,3,2024-03-26,13:37:59.723000,8.091344798421202,False,True
13,card,28.9,Americano,Afternoon,Tuesday,March,2,3,2024-03-26,13:57:53.677000,15.90076120665351,False,True
15,card,38.7,Latte,Afternoon,Tuesday,March,2,3,2024-03-26,15:48:02.270000,21.341979137299123,False,True
18,card,38.7,Latte,Night,Tuesday,March,2,3,2024-03-26,18:33:38.568000,21.341979137299123,False,True
18,card,38.7,Hot Chocolate,Night,Tuesday,March,2,3,2024-03-26,18:34:54.648000,7.78122356921342,False,True
11,card,28.9,Cortado,Morning,Wednesday,March,3,3,2024-03-27,11:04:51.174000,8.091344798421202,False,True
11,card,33.8,Americano with Milk,Morning,Wednesday,March,3,3,2024-03-27,11:05:58.236000,22.808006766281363,False,True
12,card,33.8,Americano with Milk,Afternoon,Wednesday,March,3,3,2024-03-27,12:57:00.462000,22.808006766281363,False,True
13,card,38.7,Hot Chocolate,Afternoon,Wednesday,March,3,3,2024-03-27,13:35:20.039000,7.78122356921342,False,True
14,card,38.7,Cappuccino,Afternoon,Wednesday,March,3,3,2024-03-27,14:22:31.662000,13.701719763180154,False,True
14,card,28.9,Americano,Afternoon,Wednesday,March,3,3,2024-03-27,14:23:35.380000,15.90076120665351,False,True
18,card,28.9,Cortado,Night,Wednesday,March,3,3,2024-03-27,18:30:11.833000,8.091344798421202,False,True
14,card,28.9,Cortado,Afternoon,Thursday,March,4,3,2024-03-28,14:24:47.092000,8.091344798421202,False,True
17,card,28.9,Cortado,Night,Thursday,March,4,3,2024-03-28,17:24:46.244000,8.091344798421202,False,True
17,card,28.9,Americano,Night,Thursday,March,4,3,2024-03-28,17:27:05.304000,15.90076120665351,False,True
17,card,38.7,Latte,Night,Thursday,March,4,3,2024-03-28,17:32:44.652000,21.341979137299123,False,True
10,card,38.7,Latte,Morning,Friday,March,5,3,2024-03-29,10:56:19.495000,21.341979137299123,False,True
12,card,38.7,Cappuccino,Afternoon,Friday,March,5,3,2024-03-29,12:34:17.383000,13.701719763180154,False,True
12,card,38.7,Cappuccino,Afternoon,Friday,March,5,3,2024-03-29,12:41:32.125000,13.701719763180154,False,True
11,card,38.7,Latte,Morning,Saturday,March,6,3,2024-03-30,11:59:19.854000,21.341979137299123,True,True
16,card,38.7,Latte,Afternoon,Saturday,March,6,3,2024-03-30,16:12:31.786000,21.341979137299123,True,True
16,card,38.7,Latte,Afternoon,Saturday,March,6,3,2024-03-30,16:36:40.513000,21.341979137299123,True,True
16,card,33.8,Americano with Milk,Afternoon,Saturday,March,6,3,2024-03-30,16:37:57.553000,22.808006766281363,True,True
10,card,38.7,Cappuccino,Morning,Sunday,March,7,3,2024-03-31,10:40:04.523000,13.701719763180154,True,True
10,card,28.9,Americano,Morning,Monday,April,1,4,2024-04-01,10:28:47.601000,15.90076120665351,False,True
10,card,33.8,Americano with Milk,Morning,Monday,April,1,4,2024-04-01,10:29:42.318000,22.808006766281363,False,True
10,card,33.8,Americano with Milk,Morning,Monday,April,1,4,2024-04-01,10:30:43.735000,22.808006766281363,False,True
11,card,33.8,Americano with Milk,Morning,Monday,April,1,4,2024-04-01,11:15:43.836000,22.808006766281363,False,True
18,card,33.8,Americano with Milk,Night,Monday,April,1,4,2024-04-01,18:18:42.372000,22.808006766281363,False,True
18,card,38.7,Hot Chocolate,Night,Monday,April,1,4,2024-04-01,18:45:27.436000,7.78122356921342,False,True
10,card,38.7,Latte,Morning,Tuesday,April,2,4,2024-04-02,10:01:14.022000,21.341979137299123,False,True
16,card,28.9,Americano,Afternoon,Tuesday,April,2,4,2024-04-02,16:18:34.169000,15.90076120665351,False,True
16,card,28.9,Cortado,Afternoon,Tuesday,April,2,4,2024-04-02,16:19:28.460000,8.091344798421202,False,True
10,card,28.9,Cortado,Morning,Wednesday,April,3,4,2024-04-03,10:19:13.644000,8.091344798421202,False,True
10,card,28.9,Americano,Morning,Wednesday,April,3,4,2024-04-03,10:20:07.655000,15.90076120665351,False,True
13,card,38.7,Cappuccino,Afternoon,Wednesday,April,3,4,2024-04-03,13:12:05.367000,13.701719763180154,False,True
10,card,38.7,Latte,Morning,Thursday,April,4,4,2024-04-04,10:44:55.988000,21.341979137299123,False,True
11,card,38.7,Latte,Morning,Thursday,April,4,4,2024-04-04,11:26:38.085000,21.341979137299123,False,True
11,card,38.7,Cappuccino,Morning,Thursday,April,4,4,2024-04-04,11:27:48.411000,13.701719763180154,False,True
12,card,28.9,Cortado,Afternoon,Thursday,April,4,4,2024-04-04,12:23:02.216000,8.091344798421202,False,True
10,card,28.9,Americano,Morning,Friday,April,5,4,2024-04-05,10:40:42.728000,15.90076120665351,False,True
10,card,28.9,Americano,Morning,Friday,April,5,4,2024-04-05,10:42:06.204000,15.90076120665351,False,True
11,card,28.9,Cortado,Morning,Friday,April,5,4,2024-04-05,11:06:14.643000,8.091344798421202,False,True
12,card,33.8,Americano with Milk,Afternoon,Friday,April,5,4,2024-04-05,12:14:27.975000,22.808006766281363,False,True
14,card,38.7,Latte,Afternoon,Friday,April,5,4,2024-04-05,14:23:40.387000,21.341979137299123,False,True
14,card,28.9,Cortado,Afternoon,Friday,April,5,4,2024-04-05,14:24:50.417000,8.091344798421202,False,True
16,card,24.0,Espresso,Afternoon,Friday,April,5,4,2024-04-05,16:18:23.558000,3.636876233436707,False,True
12,card,33.8,Americano with Milk,Afternoon,Saturday,April,6,4,2024-04-06,12:32:31.398000,22.808006766281363,True,True
14,card,38.7,Cappuccino,Afternoon,Saturday,April,6,4,2024-04-06,14:13:18.733000,13.701719763180154,True,True
14,card,28.9,Americano,Afternoon,Saturday,April,6,4,2024-04-06,14:14:27.029000,15.90076120665351,True,True
14,card,38.7,Latte,Afternoon,Saturday,April,6,4,2024-04-06,14:49:50.183000,21.341979137299123,True,True
10,card,38.7,Latte,Morning,Sunday,April,7,4,2024-04-07,10:12:53.204000,21.341979137299123,True,True
12,card,38.7,Cappuccino,Afternoon,Sunday,April,7,4,2024-04-07,12:44:31.936000,13.701719763180154,True,True
12,card,38.7,Cappuccino,Afternoon,Sunday,April,7,4,2024-04-07,12:46:05.118000,13.701719763180154,True,True
14,card,28.9,Cortado,Afternoon,Sunday,April,7,4,2024-04-07,14:16:24.949000,8.091344798421202,True,True
14,card,24.0,Espresso,Afternoon,Sunday,April,7,4,2024-04-07,14:17:30.628000,3.636876233436707,True,True
18,card,38.7,Hot Chocolate,Night,Sunday,April,7,4,2024-04-07,18:01:16.608000,7.78122356921342,True,True
18,card,33.8,Americano with Milk,Night,Sunday,April,7,4,2024-04-07,18:02:03.878000,22.808006766281363,True,True
10,card,33.8,Americano with Milk,Morning,Monday,April,1,4,2024-04-08,10:58:21.106000,22.808006766281363,False,True
10,card,38.7,Cappuccino,Morning,Monday,April,1,4,2024-04-08,10:59:27.558000,13.701719763180154,False,True
11,card,28.9,Americano,Morning,Monday,April,1,4,2024-04-08,11:01:20.464000,15.90076120665351,False,True
11,card,38.7,Cappuccino,Morning,Monday,April,1,4,2024-04-08,11:04:47.030000,13.701719763180154,False,True
16,card,38.7,Latte,Afternoon,Monday,April,1,4,2024-04-08,16:41:37.806000,21.341979137299123,False,True
18,card,28.9,Americano,Night,Monday,April,1,4,2024-04-08,18:18:09.713000,15.90076120665351,False,True
19,card,33.8,Americano with Milk,Night,Monday,April,1,4,2024-04-08,19:22:27.477000,22.808006766281363,False,True
19,card,38.7,Cappuccino,Night,Monday,April,1,4,2024-04-08,19:23:59.268000,13.701719763180154,False,True
11,card,38.7,Latte,Morning,Tuesday,April,2,4,2024-04-09,11:42:28.468000,21.341979137299123,False,True
15,card,38.7,Hot Chocolate,Afternoon,Tuesday,April,2,4,2024-04-09,15:11:48.720000,7.78122356921342,False,True
17,card,38.7,Hot Chocolate,Night,Tuesday,April,2,4,2024-04-09,17:25:23.936000,7.78122356921342,False,True
17,card,24.0,Espresso,Night,Wednesday,April,3,4,2024-04-10,17:55:31.244000,3.636876233436707,False,True
18,card,38.7,Cappuccino,Night,Wednesday,April,3,4,2024-04-10,18:24:59.290000,13.701719763180154,False,True
20,card,38.7,Latte,Night,Wednesday,April,3,4,2024-04-10,20:04:05.386000,21.341979137299123,False,True
10,card,28.9,Americano,Morning,Thursday,April,4,4,2024-04-11,10:41:23.155000,15.90076120665351,False,True
10,card,28.9,Americano,Morning,Thursday,April,4,4,2024-04-11,10:42:59.365000,15.90076120665351,False,True
16,card,38.7,Latte,Afternoon,Thursday,April,4,4,2024-04-11,16:35:23.069000,21.341979137299123,False,True
19,card,38.7,Cappuccino,Night,Thursday,April,4,4,2024-04-11,19:16:56.588000,13.701719763180154,False,True
19,card,33.8,Americano with Milk,Night,Thursday,April,4,4,2024-04-11,19:18:36.619000,22.808006766281363,False,True
19,card,38.7,Hot Chocolate,Night,Friday,April,5,4,2024-04-12,19:03:43.403000,7.78122356921342,False,True
19,card,28.9,Cortado,Night,Friday,April,5,4,2024-04-12,19:38:23.189000,8.091344798421202,False,True
12,card,38.7,Latte,Afternoon,Saturday,April,6,4,2024-04-13,12:29:19.823000,21.341979137299123,True,True
12,card,28.9,Americano,Afternoon,Saturday,April,6,4,2024-04-13,12:43:02.389000,15.90076120665351,True,True
16,card,38.7,Cappuccino,Afternoon,Saturday,April,6,4,2024-04-13,16:18:03.938000,13.701719763180154,True,True
16,card,38.7,Latte,Afternoon,Saturday,April,6,4,2024-04-13,16:19:39.799000,21.341979137299123,True,True
17,card,38.7,Cappuccino,Night,Saturday,April,6,4,2024-04-13,17:51:26.026000,13.701719763180154,True,True
17,card,38.7,Cappuccino,Night,Saturday,April,6,4,2024-04-13,17:53:19.237000,13.701719763180154,True,True
12,card,38.7,Cappuccino,Afternoon,Sunday,April,7,4,2024-04-14,12:24:39.028000,13.701719763180154,True,True
13,card,28.9,Cortado,Afternoon,Sunday,April,7,4,2024-04-14,13:21:49.808000,8.091344798421202,True,True
14,card,28.9,Americano,Afternoon,Sunday,April,7,4,2024-04-14,14:23:31.631000,15.90076120665351,True,True
14,card,28.9,Americano,Afternoon,Sunday,April,7,4,2024-04-14,14:24:26.930000,15.90076120665351,True,True
14,card,28.9,Americano,Afternoon,Sunday,April,7,4,2024-04-14,14:25:18.122000,15.90076120665351,True,True
